Id,Word,Tag
1,me,O
1,look,O
1,like,O
1,a,O
1,Texas,O
1,pagent,O
1,girl,O
1,was,O
1,admirable,O
1,.,O
1,It,O
1,'s,O
1,also,O
1,worth,O
1,noting,O
1,that,O
1,he,O
1,did,O
1,n't,O
1,fry,O
1,my,O
1,hair,O
1,--,O
1,something,O
1,that,O
1,I,O
1,'ve,O
1,had,O
1,happen,O
1,before,O
1,with,O
1,less,O
1,skilled,O
1,stylists,O
1,.,O
1,At,O
1,the,O
1,end,O
1,of,O
1,the,O
1,blowout,O
1,&,O
1,style,O
1,my,O
1,hair,O
1,was,O
1,perfectly,O
1,bouncey,O
1,and,O
1,looked,O
1,terrific,O
1,.,O
1,The,O
1,only,O
1,thing,O
1,better,O
1,?,O
1,That,O
1,this,O
1,awesome,O
1,blowout,O
1,lasted,O
1,for,O
1,days,O
1,!,O
1,Travis,B-RES
1,",",O
1,I,O
1,will,O
1,see,O
1,you,O
1,every,O
1,single,O
1,time,O
1,I,O
1,'m,O
1,out,O
1,in,O
1,Vegas,O
1,.,O
1,You,O
1,make,O
1,me,O
1,feel,O
1,beauuuutiful,O
1,!,O
2,I,O
2,have,O
2,to,O
2,say,O
2,that,O
2,this,O
2,office,O
2,really,O
2,has,O
2,it,O
2,together,O
2,",",O
2,they,O
2,are,O
2,so,O
2,organized,O
2,and,O
2,friendly,O
2,!,O
2,Dr.,O
2,J.,O
2,Phillipp,O
2,is,O
2,a,O
2,great,O
2,dentist,O
2,",",O
2,very,O
2,friendly,O
2,and,O
2,professional,O
2,.,O
2,The,O
2,dental,O
2,assistants,O
2,that,O
2,helped,O
2,in,O
2,my,O
2,procedure,O
2,were,O
2,amazing,O
2,",",O
2,Jewel,O
2,and,O
2,Bailey,O
2,helped,O
2,me,O
2,to,O
2,feel,O
2,comfortable,O
2,!,O
2,I,O
2,do,O
2,n't,O
2,have,O
2,dental,O
2,insurance,O
2,",",O
2,but,O
2,they,O
2,have,O
2,this,O
2,insurance,O
2,through,O
2,their,O
2,office,O
2,you,O
2,can,O
2,purchase,O
2,for,O
2,$,O
2,80,O
2,something,O
2,a,O
2,year,O
2,and,O
2,this,O
2,gave,O
2,me,O
2,25,O
2,%,O
2,off,O
2,all,O
2,of,O
2,my,O
2,dental,O
2,work,O
2,",",O
2,plus,O
2,they,O
2,helped,O
2,me,O
2,get,O
2,signed,O
2,up,O
2,for,O
2,care,O
2,credit,O
2,which,O
2,I,O
2,knew,O
2,nothing,O
2,about,O
2,before,O
2,this,O
2,visit,O
2,!,O
2,I,O
2,highly,O
2,recommend,O
2,this,O
2,office,O
2,for,O
2,the,O
2,nice,O
2,synergy,O
2,the,O
2,whole,O
2,office,O
2,has,O
2,!,O
3,Went,O
3,in,O
3,for,O
3,a,O
3,lunch,B-OCC
3,.,O
3,Steak,B-DIS
3,sandwich,I-DIS
3,was,O
3,delicious,O
3,",",O
3,and,O
3,the,O
3,Caesar,B-DIS
3,salad,I-DIS
3,had,O
3,an,O
3,absolutely,O
3,delicious,O
3,dressing,O
3,",",O
3,with,O
3,a,O
3,perfect,O
3,amount,O
3,of,O
3,dressing,O
3,",",O
3,and,O
3,distributed,O
3,perfectly,O
3,across,O
3,each,O
3,leaf,O
3,.,O
3,I,O
3,know,O
3,I,O
3,'m,O
3,going,O
3,on,O
3,about,O
3,the,O
3,salad,O
3,...,O
3,But,O
3,it,O
3,was,O
3,perfect,O
3,.,O
3,Drink,O
3,prices,O
3,were,O
3,pretty,O
3,good,O
3,.,O
3,The,O
3,Server,O
3,",",O
3,Dawn,O
3,",",O
3,was,O
3,friendly,O
3,and,O
3,accommodating,O
3,.,O
3,Very,O
3,happy,O
3,with,O
3,her,O
3,.,O
3,In,O
3,summation,O
3,",",O
3,a,O
3,great,O
3,pub,O
3,experience,O
3,.,O
3,Would,O
3,go,O
3,again,O
3,!,O
4,Today,O
4,was,O
4,my,O
4,second,O
4,out,O
4,of,O
4,three,O
4,sessions,O
4,I,O
4,had,O
4,paid,O
4,for,O
4,.,O
4,Although,O
4,my,O
4,first,O
4,session,O
4,went,O
4,well,O
4,",",O
4,I,O
4,could,O
4,tell,O
4,Meredith,B-RES
4,had,O
4,a,O
4,particular,O
4,enjoyment,O
4,for,O
4,her,O
4,male,O
4,clients,O
4,over,O
4,her,O
4,female,O
4,.,O
4,However,O
4,",",O
4,I,O
4,returned,O
4,because,O
4,she,O
4,did,O
4,my,O
4,teeth,O
4,fine,O
4,and,O
4,I,O
4,was,O
4,pleased,O
4,with,O
4,the,O
4,results,O
4,.,O
4,When,O
4,I,O
4,went,O
4,in,O
4,today,O
4,",",O
4,I,O
4,was,O
4,in,O
4,the,O
4,whitening,O
4,room,O
4,with,O
4,three,O
4,other,O
4,gentlemen,O
4,.,O
4,My,O
4,appointment,O
4,started,O
4,out,O
4,well,O
4,",",O
4,although,O
4,",",O
4,being,O
4,a,O
4,person,O
4,who,O
4,is,O
4,in,O
4,the,O
4,service,O
4,industry,O
4,",",O
4,I,O
4,always,O
4,attend,O
4,to,O
4,my,O
4,female,O
4,clientele,O
4,first,O
4,when,O
4,a,O
4,couple,O
4,arrives,O
4,.,O
4,Unbothered,O
4,by,O
4,those,O
4,signs,O
4,",",O
4,I,O
4,waited,O
4,my,O
4,turn,O
4,.,O
4,She,O
4,checked,O
4,on,O
4,me,O
4,once,O
4,after,O
4,my,O
4,original,O
4,30,O
4,minute,O
4,timer,O
4,to,O
4,ask,O
4,if,O
4,I,O
4,was,O
4,ok,O
4,.,O
4,She,O
4,attended,O
4,my,O
4,boyfriend,O
4,on,O
4,numerous,O
4,occasions,O
4,",",O
4,as,O
4,well,O
4,as,O
4,the,O
4,other,O
4,men,O
4,",",O
4,and,O
4,would,O
4,exit,O
4,the,O
4,room,O
4,without,O
4,even,O
4,asking,O
4,me,O
4,or,O
4,looking,O
4,to,O
4,see,O
4,if,O
4,I,O
4,had,O
4,any,O
4,irritation,O
4,.,O
4,Half,O
4,way,O
4,through,O
4,",",O
4,another,O
4,woman,O
4,had,O
4,showed,O
4,up,O
4,who,O
4,she,O
4,was,O
4,explaining,O
4,the,O
4,deals,O
4,to,O
4,in,O
4,the,O
4,lobby,O
4,.,O
4,While,O
4,she,O
4,admits,O
4,timers,O
4,must,O
4,be,O
4,reset,O
4,half,O
4,way,O
4,through,O
4,the,O
4,process,O
4,",",O
4,she,O
4,reset,O
4,my,O
4,boyfriends,O
4,",",O
4,left,O
4,",",O
4,rest,O
4,the,O
4,gentleman,O
4,furthest,O
4,away,O
4,from,O
4,me,O
4,who,O
4,had,O
4,time,O
4,to,O
4,come,O
4,in,O
4,",",O
4,redeem,O
4,his,O
4,deal,O
4,",",O
4,get,O
4,set,O
4,",",O
4,and,O
4,gave,O
4,his,O
4,timer,O
4,done,O
4,",",O
4,before,O
4,me,O
4,",",O
4,then,O
4,left,O
4,",",O
4,and,O
4,at,O
4,this,O
4,point,O
4,my,O
4,time,O
4,was,O
4,at,O
4,10,O
4,minutes,O
4,.,O
4,So,O
4,",",O
4,she,O
4,should,O
4,have,O
4,reset,O
4,it,O
4,5,O
4,minutes,O
4,ago,O
4,",",O
4,according,O
4,to,O
4,her,O
4,.,O
4,While,O
4,I,O
4,sat,O
4,there,O
4,patiently,O
4,this,O
4,whole,O
4,time,O
4,with,O
4,major,O
4,pain,O
4,in,O
4,my,O
4,gums,O
4,",",O
4,i,O
4,watched,O
4,the,O
4,time,O
4,until,O
4,the,O
4,lamp,O
4,shut,O
4,off,O
4,.,O
4,Not,O
4,only,O
4,had,O
4,she,O
4,reset,O
4,two,O
4,others,O
4,",",O
4,explained,O
4,deals,O
4,to,O
4,other,O
4,guest,O
4,",",O
4,but,O
4,she,O
4,never,O
4,once,O
4,checked,O
4,on,O
4,my,O
4,time,O
4,.,O
4,When,O
4,my,O
4,light,O
4,turned,O
4,off,O
4,",",O
4,I,O
4,released,O
4,the,O
4,stance,O
4,of,O
4,my,O
4,mouth,O
4,to,O
4,a,O
4,more,O
4,relaxed,O
4,state,O
4,",",O
4,assuming,O
4,I,O
4,was,O
4,only,O
4,getting,O
4,a,O
4,thirty,O
4,minute,O
4,session,O
4,instead,O
4,of,O
4,the,O
4,usual,O
4,45,O
4,",",O
4,because,O
4,she,O
4,had,O
4,yet,O
4,to,O
4,come,O
4,in,O
4,.,O
4,At,O
4,this,O
4,point,O
4,",",O
4,the,O
4,teeth,O
4,formula,O
4,was,O
4,not,O
4,only,O
4,burning,O
4,the,O
4,gum,O
4,she,O
4,neglected,O
4,for,O
4,25,O
4,minutes,O
4,now,O
4,",",O
4,but,O
4,it,O
4,began,O
4,to,O
4,burn,O
4,my,O
4,lips,O
4,.,O
4,I,O
4,began,O
4,squealing,O
4,and,O
4,slapping,O
4,my,O
4,chair,O
4,trying,O
4,to,O
4,get,O
4,her,O
4,attention,O
4,from,O
4,the,O
4,other,O
4,room,O
4,in,O
4,a,O
4,panic,O
4,.,O
4,I,O
4,was,O
4,in,O
4,so,O
4,much,O
4,pain,O
4,",",O
4,that,O
4,by,O
4,the,O
4,time,O
4,she,O
4,entered,O
4,the,O
4,room,O
4,I,O
4,was,O
4,already,O
4,out,O
4,of,O
4,my,O
4,chair,O
4,.,O
4,She,O
4,finally,O
4,then,O
4,acknowledged,O
4,me,O
4,",",O
4,and,O
4,asked,O
4,if,O
4,she,O
4,could,O
4,put,O
4,vitamin,O
4,E,O
4,on,O
4,my,O
4,gum,O
4,burn,O
4,(,O
4,pictured,O
4,below,O
4,),O
4,.,O
4,At,O
4,this,O
4,point,O
4,",",O
4,she,O
4,has,O
4,treated,O
4,two,O
4,other,O
4,gums,O
4,burns,O
4,",",O
4,while,O
4,neglecting,O
4,me,O
4,",",O
4,and,O
4,I,O
4,was,O
4,so,O
4,irritated,O
4,that,O
4,I,O
4,had,O
4,to,O
4,suffer,O
4,",",O
4,all,O
4,I,O
4,wanted,O
4,was,O
4,to,O
4,leave,O
4,.,O
4,While,O
4,I,O
4,waited,O
4,for,O
4,my,O
4,boyfriend,O
4,",",O
4,she,O
4,kept,O
4,harassing,O
4,me,O
4,about,O
4,the,O
4,issue,O
4,.,O
4,Saying,O
4,",",O
4,"""",O
4,well,O
4,burns,O
4,come,O
4,with,O
4,teeth,O
4,whitening,O
4,.,O
4,"""",O
4,While,O
4,I,O
4,totally,O
4,agree,O
4,",",O
4,and,O
4,under,O
4,justifiable,O
4,circumstances,O
4,would,O
4,not,O
4,be,O
4,as,O
4,irritate,O
4,",",O
4,it,O
4,could,O
4,have,O
4,easily,O
4,been,O
4,avoid,O
4,if,O
4,she,O
4,had,O
4,checked,O
4,on,O
4,me,O
4,even,O
4,a,O
4,second,O
4,time,O
4,",",O
4,so,O
4,I,O
4,could,O
4,let,O
4,her,O
4,know,O
4,.,O
4,Not,O
4,only,O
4,did,O
4,she,O
4,never,O
4,check,O
4,on,O
4,my,O
4,physical,O
4,health,O
4,",",O
4,she,O
4,could,O
4,n't,O
4,even,O
4,take,O
4,two,O
4,seconds,O
4,to,O
4,reset,O
4,the,O
4,timer,O
4,",",O
4,which,O
4,she,O
4,even,O
4,admitted,O
4,to,O
4,me,O
4,.,O
4,Her,O
4,accuse,O
4,was,O
4,that,O
4,she,O
4,was,O
4,coming,O
4,in,O
4,to,O
4,do,O
4,it,O
4,",",O
4,but,O
4,I,O
4,had,O
4,the,O
4,light,O
4,off,O
4,for,O
4,a,O
4,solid,O
4,two,O
4,minutes,O
4,before,O
4,I,O
4,could,O
4,n't,O
4,stand,O
4,the,O
4,pain,O
4,.,O
4,She,O
4,admitted,O
4,it,O
4,should,O
4,be,O
4,reset,O
4,every,O
4,15,O
4,minutes,O
4,",",O
4,which,O
4,means,O
4,for,O
4,25,O
4,minutes,O
4,she,O
4,did,O
4,not,O
4,bother,O
4,to,O
4,help,O
4,me,O
4,at,O
4,all,O
4,.,O
4,Her,O
4,guest,O
4,in,O
4,the,O
4,lobby,O
4,then,O
4,proceeded,O
4,to,O
4,attack,O
4,me,O
4,as,O
4,well,O
4,",",O
4,simply,O
4,because,O
4,I,O
4,wanted,O
4,to,O
4,leave,O
4,after,O
4,the,O
4,way,O
4,I,O
4,was,O
4,treated,O
4,.,O
4,I,O
4,also,O
4,expected,O
4,a,O
4,refund,O
4,for,O
4,not,O
4,getting,O
4,a,O
4,complete,O
4,session,O
4,today,O
4,",",O
4,due,O
4,to,O
4,the,O
4,neglect,O
4,",",O
4,and,O
4,the,O
4,fact,O
4,I,O
4,wo,O
4,n't,O
4,be,O
4,returning,O
4,for,O
4,my,O
4,last,O
4,",",O
4,she,O
4,had,O
4,failed,O
4,to,O
4,do,O
4,that,O
4,.,O
4,She,O
4,was,O
4,even,O
4,screaming,O
4,from,O
4,the,O
4,door,O
4,",",O
4,and,O
4,continued,O
4,to,O
4,until,O
4,my,O
4,boyfriend,O
4,and,O
4,I,O
4,were,O
4,down,O
4,the,O
4,steps,O
4,.,O
4,I,O
4,have,O
4,never,O
4,in,O
4,my,O
4,life,O
4,been,O
4,more,O
4,appalled,O
4,by,O
4,a,O
4,grown,O
4,woman,O
4,'s,O
4,behavior,O
4,",",O
4,who,O
4,claims,O
4,to,O
4,be,O
4,in,O
4,the,O
4,business,O
4,for,O
4,"""",O
4,10,O
4,years,O
4,.,O
4,"""",O
4,Admit,O
4,your,O
4,wrongs,O
4,",",O
4,but,O
4,do,O
4,n't,O
4,make,O
4,your,O
4,guest,O
4,feel,O
4,unwelcome,O
4,because,O
4,you,O
4,ca,O
4,n't,O
4,do,O
4,you,O
4,job,O
4,properly,O
4,.,O
5,I,O
5,'ll,O
5,be,O
5,the,O
5,first,O
5,to,O
5,admit,O
5,that,O
5,I,O
5,was,O
5,not,O
5,excited,O
5,about,O
5,going,O
5,to,O
5,La,B-RES
5,Tavolta,I-RES
5,.,O
5,Being,O
5,a,O
5,food,O
5,snob,O
5,",",O
5,when,O
5,a,O
5,group,O
5,of,O
5,friends,O
5,suggested,O
5,we,O
5,go,O
5,for,O
5,dinner,B-OCC
5,I,O
5,looked,O
5,online,O
5,at,O
5,the,O
5,menu,O
5,and,O
5,to,O
5,me,O
5,there,O
5,was,O
5,nothing,O
5,special,O
5,and,O
5,it,O
5,seemed,O
5,overpriced,O
5,.,O
5,I,O
5,m,O
5,also,O
5,not,O
5,big,O
5,on,O
5,ordering,O
5,pasta,B-DIS
5,when,O
5,I,O
5,go,O
5,out,O
5,.,O
5,Alas,O
5,",",O
5,I,O
5,was,O
5,outnumbered,O
5,.,O
5,Thank,O
5,goodness,O
5,!,O
5,I,O
5,ordered,O
5,the,O
5,sea,B-DIS
5,bass,I-DIS
5,special,I-DIS
5,.,O
5,It,O
5,was,O
5,to,O
5,die,O
5,for,O
5,.,O
5,Cooked,O
5,perfectly,O
5,",",O
5,seasoned,O
5,perfectly,O
5,",",O
5,perfect,O
5,portion,O
5,.,O
5,I,O
5,can,O
5,not,O
5,say,O
5,enough,O
5,good,O
5,things,O
5,about,O
5,this,O
5,dish,O
5,.,O
5,When,O
5,the,O
5,server,O
5,asked,O
5,how,O
5,it,O
5,was,O
5,he,O
5,seemed,O
5,very,O
5,proud,O
5,of,O
5,the,O
5,dish,O
5,and,O
5,said,O
5,",",O
5,"""",O
5,does,O
5,n't,O
5,she,O
5,(,O
5,the,O
5,chef,O
5,),O
5,do,O
5,an,O
5,incredible,O
5,job,O
5,?,O
5,"""",O
5,She,O
5,does,O
5,.,O
5,My,O
5,hubby,O
5,got,O
5,the,O
5,crab,B-DIS
5,tortellini,I-DIS
5,and,O
5,also,O
5,loved,O
5,his,O
5,.,O
5,I,O
5,heard,O
5,"""",O
5,mmmm,O
5,this,O
5,is,O
5,so,O
5,good,O
5,"""",O
5,from,O
5,all,O
5,around,O
5,the,O
5,table,O
5,.,O
5,Our,O
5,waiter,O
5,was,O
5,super,O
5,nice,O
5,and,O
5,even,O
5,gave,O
5,us,O
5,free,O
5,desserts,O
5,because,O
5,we,O
5,were,O
5,some,O
5,of,O
5,the,O
5,last,O
5,people,O
5,in,O
5,the,O
5,restaurant,O
5,.,O
5,Service,O
5,was,O
5,very,O
5,slow,O
5,and,O
5,the,O
5,place,O
5,was,O
5,PACKED,O
5,but,O
5,we,O
5,had,O
5,our,O
5,jugs,O
5,of,O
5,wine,O
5,and,O
5,a,O
5,large,O
5,group,O
5,with,O
5,good,O
5,conversation,O
5,so,O
5,it,O
5,did,O
5,n't,O
5,seem,O
5,to,O
5,bother,O
5,anyone,O
5,.,O
5,So-,O
5,Do,O
5,order,O
5,the,O
5,calamari,B-DIS
5,and,O
5,fried,B-DIS
5,zucchini,I-DIS
5,appetizers,O
5,.,O
5,Leave,O
5,out,O
5,the,O
5,mussels,B-DIS
5,.,O
5,If,O
5,they,O
5,have,O
5,the,O
5,sea,B-DIS
5,bass,I-DIS
5,special,I-DIS
5,",",O
5,I,O
5,highly,O
5,recommend,O
5,it,O
5,.,O
5,The,O
5,chicken,B-DIS
5,parm,I-DIS
5,and,O
5,crab,B-DIS
5,tortellini,I-DIS
5,were,O
5,also,O
5,very,O
5,good,O
5,and,O
5,very,O
5,big,O
5,.,O
5,The,O
5,chicken,B-DIS
5,Romano,I-DIS
5,was,O
5,a,O
5,bit,O
5,bland,O
5,.,O
5,The,O
5,house,B-DIS
5,salads,I-DIS
5,were,O
5,teeny,O
5,.,O
5,Do,O
5,make,O
5,a,O
5,reservation,O
5,but,O
5,still,O
5,expect,O
5,to,O
5,wait,O
5,for,O
5,your,O
5,food,O
5,.,O
5,Go,O
5,with,O
5,a,O
5,large,O
5,group,O
5,of,O
5,people,O
5,and,O
5,plan,O
5,for,O
5,it,O
5,to,O
5,be,O
5,loud,O
5,.,O
5,Do,O
5,n't,O
5,go,O
5,with,O
5,a,O
5,date,O
5,unless,O
5,you,O
5,'re,O
5,fighting,O
5,and,O
5,do,O
5,n't,O
5,feel,O
5,like,O
5,hearing,O
5,anything,O
5,they,O
5,have,O
5,to,O
5,say,O
5,.,O
5,Ask,O
5,to,O
5,sit,O
5,in,O
5,the,O
5,side,O
5,room,O
5,if,O
5,it,O
5,'s,O
5,available,O
5,.,O
6,Tracy,B-RES
6,dessert,I-RES
6,had,O
6,a,O
6,big,O
6,name,O
6,in,O
6,Hong,O
6,Kong,O
6,and,O
6,the,O
6,one,O
6,in,O
6,First,O
6,Markham,O
6,place,O
6,has,O
6,been,O
6,here,O
6,for,O
6,many,O
6,years,O
6,now,O
6,!,O
6,Came,O
6,in,O
6,for,O
6,some,O
6,Chinese,O
6,dessert,O
6,",",O
6,and,O
6,I,O
6,must,O
6,say,O
6,their,O
6,selection,O
6,has,O
6,increased,O
6,tremendously,O
6,over,O
6,the,O
6,years,O
6,.,O
6,I,O
6,might,O
6,as,O
6,well,O
6,add,O
6,that,O
6,the,O
6,price,O
6,has,O
6,also,O
6,increased,O
6,tremendously,O
6,as,O
6,well,O
6,.,O
6,The,O
6,waitress,O
6,gave,O
6,us,O
6,tea,O
6,",",O
6,which,O
6,I,O
6,could,O
6,taste,O
6,had,O
6,red,O
6,date,O
6,in,O
6,it,O
6,.,O
6,Fancy,O
6,!,O
6,A,O
6,simple,O
6,taro,B-DIS
6,with,I-DIS
6,coconut,I-DIS
6,with,I-DIS
6,tapioca,I-DIS
6,pearls,I-DIS
6,was,O
6,like,O
6,$,O
6,5.25,O
6,or,O
6,something,O
6,.,O
6,Basically,O
6,all,O
6,the,O
6,desserts,O
6,were,O
6,more,O
6,than,O
6,$,O
6,5,O
6,.,O
6,That,O
6,'s,O
6,crazy,O
6,!,O
6,I,O
6,can,O
6,literally,O
6,just,O
6,make,O
6,this,O
6,dessert,O
6,at,O
6,home,O
6,and,O
6,for,O
6,a,O
6,bowl,O
6,",",O
6,it,O
6,would,O
6,probably,O
6,cost,O
6,like,O
6,$,O
6,0.50,O
6,.,O
6,A,O
6,few,O
6,years,O
6,ago,O
6,",",O
6,I,O
6,think,O
6,I,O
6,can,O
6,still,O
6,get,O
6,it,O
6,for,O
6,like,O
6,$,O
6,3-$4,O
6,",",O
6,which,O
6,is,O
6,more,O
6,reasonable,O
6,",",O
6,but,O
6,wow,O
6,",",O
6,more,O
6,than,O
6,$,O
6,5,O
6,is,O
6,a,O
6,little,O
6,over,O
6,the,O
6,top,O
6,for,O
6,this,O
6,dessert,O
6,.,O
6,Though,O
6,I,O
6,must,O
6,say,O
6,",",O
6,it,O
6,is,O
6,Tracy,B-RES
6,Dessert,I-RES
6,",",O
6,and,O
6,they,O
6,are,O
6,a,O
6,little,O
6,more,O
6,on,O
6,the,O
6,expensive,O
6,side,O
6,.,O
6,I,O
6,also,O
6,saw,O
6,other,O
6,items,O
6,on,O
6,the,O
6,menu,O
6,like,O
6,fish,B-DIS
6,balls,I-DIS
6,",",O
6,chicken,B-DIS
6,wings,I-DIS
6,",",O
6,shaved,B-DIS
6,ice,I-DIS
6,.,O
6,My,O
6,friend,O
6,got,O
6,a,O
6,mango,B-DIS
6,drink,I-DIS
6,with,O
6,fresh,O
6,mango,O
6,in,O
6,it,O
6,!,O
6,I,O
6,'m,O
6,also,O
6,surprised,O
6,how,O
6,many,O
6,people,O
6,come,O
6,to,O
6,Tracy,B-RES
6,Dessert,I-RES
6,after,O
6,work,O
6,.,O
6,We,O
6,came,O
6,on,O
6,a,O
6,Sunday,O
6,and,O
6,the,O
6,tables,O
6,were,O
6,always,O
6,filled,O
6,.,O
6,I,O
6,think,O
6,the,O
6,amount,O
6,of,O
6,tables,O
6,they,O
6,had,O
6,were,O
6,just,O
6,perfect,O
6,because,O
6,no,O
6,one,O
6,really,O
6,waited,O
6,for,O
6,seats,O
6,for,O
6,a,O
6,long,O
6,time,O
6,",",O
6,but,O
6,the,O
6,tables,O
6,kept,O
6,filling,O
6,up,O
6,once,O
6,a,O
6,table,O
6,was,O
6,finished,O
6,.,O
7,This,O
7,place,O
7,has,O
7,gone,O
7,down,O
7,hill,O
7,.,O
7,Clearly,O
7,they,O
7,have,O
7,cut,O
7,back,O
7,on,O
7,staff,O
7,and,O
7,food,O
7,quality,O
7,Many,O
7,of,O
7,the,O
7,reviews,O
7,were,O
7,written,O
7,before,O
7,the,O
7,menu,O
7,changed,O
7,.,O
7,I,O
7,'ve,O
7,been,O
7,going,O
7,for,O
7,years,O
7,and,O
7,the,O
7,food,O
7,quality,O
7,has,O
7,gone,O
7,down,O
7,hill,O
7,.,O
7,The,O
7,service,O
7,is,O
7,slow,O
7,&,O
7,my,O
7,salad,B-DIS
7,",",O
7,which,O
7,was,O
7,$,O
7,15,O
7,",",O
7,was,O
7,as,O
7,bad,O
7,as,O
7,it,O
7,gets,O
7,.,O
7,It,O
7,'s,O
7,just,O
7,not,O
7,worth,O
7,spending,O
7,the,O
7,money,O
7,on,O
7,this,O
7,place,O
7,when,O
7,there,O
7,are,O
7,so,O
7,many,O
7,other,O
7,options,O
7,.,O
8,I,O
8,was,O
8,really,O
8,looking,O
8,forward,O
8,to,O
8,visiting,O
8,after,O
8,having,O
8,some,O
8,of,O
8,their,O
8,beers,B-DIS
8,.,O
8,The,O
8,"""",O
8,Man,O
8,O'War,O
8,"""",O
8,quickly,O
8,became,O
8,my,O
8,favorite,O
8,DIPA,O
8,;,O
8,the,O
8,Rusulka,B-DIS
8,Vanilla,I-DIS
8,Stout,I-DIS
8,is,O
8,a,O
8,good,O
8,thick,O
8,",",O
8,sweet,O
8,stout,O
8,;,O
8,and,O
8,the,O
8,Ironclad,B-DIS
8,is,O
8,a,O
8,top,O
8,notch,O
8,IPA,O
8,.,O
8,The,O
8,only,O
8,big,O
8,miss,O
8,on,O
8,their,O
8,beers,O
8,I,O
8,'ve,O
8,had,O
8,is,O
8,the,O
8,Big,B-DIS
8,Chuck,I-DIS
8,Barleywine,I-DIS
8,.,O
8,It,O
8,could,O
8,probably,O
8,benefit,O
8,greatly,O
8,with,O
8,age,O
8,",",O
8,but,O
8,at,O
8,this,O
8,age,O
8,all,O
8,there,O
8,is,O
8,to,O
8,taste,O
8,is,O
8,the,O
8,alcohol,O
8,.,O
8,Nonetheless,O
8,",",O
8,I,O
8,had,O
8,enough,O
